Tiers_Key_Payeur;salaire;Age;Frequence_Paiements;Total_des_cheques;Montant_moy_par_opperation;Ecart_Type_Cheques;Nombres_cheques_par_client;code_postal;Code_Agence;Tranche_Age;Tranche_Salaire;Civilite;Sexe;Statut_Civil;Segment;Situation_Contractuelle;ville;Agence;Stabilite_Client;Classe_Client;Saison_Operation;Montant_moyen_par_cheque;Ratio_cheques_salaire;segment_carte_credit
49161;1880.556;75;27;5289.0;195.88888888888889;19.68208869466387;154;1000;0;Tranche sup 60;Tranche 1500 - 2000;Mr;Male;Single;Particulier;RetraitÃÂ©;TUNIS RP;AV.H.THAMEUR TUNIS;Stable;Client rÃ©gulier;Hiver;34.34415584415584;0.1041654111278201;Utilisateurs Occasionnels
49239;2822.728;70;2;1552.0;776.0;17.854446224960324;27;1000;0;Tranche sup 60;Tranche 2000 - 3500;Mr;Male;Married;Particulier;RetraitÃÂ©;TUNIS RP;AV.H.THAMEUR TUNIS;Stable;Client faible;Automne;57.48148148148148;0.2749113623416779;Utilisateurs Occasionnels
50047;2578.075;68;2;2704.0;1352.0;26.87005768508881;7;1000;0;Tranche sup 60;Tranche 2000 - 3500;Ms;Female;Single;Particulier;Sans activitÃÂ© salariale;TUNIS RP;AV.H.THAMEUR TUNIS;Stable;Client faible;Hiver;386.2857142857143;0.5244222918262658;Utilisateurs Occasionnels
50069;506.682;75;1;3000.0;3000.0;0.0;6;1000;0;Tranche sup 60;Tranche 0 - 700;Ms;Female;Widowed;Particulier;RetraitÃÂ©;TUNIS RP;AV.H.THAMEUR TUNIS;Stable;Client Ã  potentiel;Automne;500.0;5.920873447250938;Utilisateurs Occasionnels
50567;1760.893;50;1;2800.0;2800.0;0.0;4;1000;0;Tranche 36 - 50;Tranche 1500 - 2000;Mrs;Female;Married;Particulier;Actif en CDI;TUNIS RP;AV.H.THAMEUR TUNIS;Stable;Client faible;Automne;700.0;1.5901022946879793;Utilisateurs Occasionnels
50867;2012.3;64;2;1058.68;529.34;122.20926499247102;7;1000;0;Tranche sup 60;Tranche 2000 - 3500;Mr;Male;Married;Particulier;Actif en CDI;TUNIS RP;AV.H.THAMEUR TUNIS;Instable;Client faible;Hiver;151.24;0.2630522287929235;Utilisateurs Occasionnels
51055;1729.355;67;1;126.0;126.0;0.0;4;1000;0;Tranche sup 60;Tranche 1500 - 2000;Mr;Male;Married;Particulier;Actif en CDI;TUNIS RP;AV.H.THAMEUR TUNIS;Stable;Client faible;Automne;31.5;0.0728595343350555;Utilisateurs Occasionnels
51231;1572.658;57;6;2796.15;466.025;78.80294167521075;32;1000;0;Tranche 51 - 60;Tranche 1500 - 2000;Mr;Male;Single;Particulier;RetraitÃÂ©;TUNIS RP;AV.H.THAMEUR TUNIS;Stable;Client faible;Hiver;87.3796875;0.2963295261906912;Utilisateurs Occasionnels
51254;1335.776;71;1;912.996;912.996;0.0;3;1000;0;Tranche sup 60;Tranche 1000 - 1500;N/A;N/A;Non specifie;Particulier;Inconnu;TUNIS RP;AV.H.THAMEUR TUNIS;Stable;Client faible;Hiver;304.332;0.6834948374577773;Utilisateurs Occasionnels
52000;351.206;72;3;1409.0;469.6666666666667;44.1955880150949;19;1000;0;Tranche sup 60;Tranche 0 - 700;Ms;Female;Single;Particulier;RetraitÃÂ©;TUNIS RP;AV.H.THAMEUR TUNIS;Stable;Client faible;Automne;74.15789473684211;1.337296819150774;Utilisateurs Occasionnels
53038;1697.079;61;1;2400.0;2400.0;0.0;8;1000;0;Tranche sup 60;Tranche 1500 - 2000;Mrs;Female;Married;Particulier;RetraitÃÂ©;TUNIS RP;AV.H.THAMEUR TUNIS;Stable;Client faible;Hiver;300.0;1.414194624999779;Utilisateurs Occasionnels
53126;2433.494;60;1;70000.0;70000.0;0.0;7;1000;0;Tranche 51 - 60;Tranche 2000 - 3500;Mr;Male;Married;Particulier;Actif en CDI;TUNIS RP;AV.H.THAMEUR TUNIS;Stable;Client Ã  potentiel;Automne;10000.0;28.765223994799246;Utilisateurs Occasionnels
53318;1082.833;62;1;300.0;300.0;0.0;3;1000;0;Tranche sup 60;Tranche 1000 - 1500;Ms;Female;Single;Particulier;RetraitÃÂ©;TUNIS RP;AV.H.THAMEUR TUNIS;Stable;Client faible;Hiver;100.0;0.2770510318765682;Utilisateurs Occasionnels
53400;1750.521;57;5;2417.5;483.5;51.76871642217914;21;1000;0;Tranche 51 - 60;Tranche 1500 - 2000;Mrs;Female;Married;Particulier;RetraitÃÂ©;TUNIS RP;AV.H.THAMEUR TUNIS;Stable;Client faible;Automne;115.11904761904762;0.2762034845625959;Utilisateurs Occasionnels
53932;1440.764;63;1;3500.0;3500.0;0.0;7;1000;0;Tranche sup 60;Tranche 1000 - 1500;Mr;Male;Single;Particulier;Actif en CDI;TUNIS RP;AV.H.THAMEUR TUNIS;Stable;Client Ã  potentiel;Automne;500.0;2.429266694614802;Utilisateurs Occasionnels
54148;2292.725;66;1;1200.0;1200.0;0.0;3;1000;0;Tranche sup 60;Tranche 2000 - 3500;Mr;Male;Single;Particulier;RetraitÃÂ©;TUNIS RP;AV.H.THAMEUR TUNIS;Stable;Client faible;ÃtÃ©;400.0;0.52339465047051;Utilisateurs Occasionnels
54393;2084.891;74;1;1700.0;1700.0;0.0;4;1000;0;Tranche sup 60;Tranche 2000 - 3500;Mr;Male;Married;Particulier;RetraitÃÂ©;TUNIS RP;AV.H.THAMEUR TUNIS;Stable;Client faible;ÃtÃ©;425.0;0.8153903489439016;Utilisateurs Occasionnels
54479;845.773;66;1;210.0;210.0;0.0;3;1000;0;Tranche sup 60;Tranche 700 - 1000;Ms;Female;Single;Particulier;Sans activitÃÂ© salariale;TUNIS RP;AV.H.THAMEUR TUNIS;Stable;Client faible;ÃtÃ©;70.0;0.2482935728617489;Utilisateurs Occasionnels
54508;1804.133;62;1;400.0;400.0;0.0;4;1000;0;Tranche sup 60;Tranche 1500 - 2000;Mr;Male;Single;Particulier;Actif en CDI;TUNIS RP;AV.H.THAMEUR TUNIS;Stable;Client faible;Automne;100.0;0.2217131442083261;Utilisateurs Occasionnels
54601;1426.561;70;10;18607.0;1860.7;313.5667393075994;47;1000;0;Tranche sup 60;Tranche 1000 - 1500;Mr;Male;Single;Particulier;RetraitÃÂ©;TUNIS RP;AV.H.THAMEUR TUNIS;Instable;Client VIP;Automne;395.8936170212766;1.3043255773850542;Utilisateurs Occasionnels
55337;1288.602;67;1;1634.892;1634.892;0.0;7;1000;0;Tranche sup 60;Tranche 1000 - 1500;Mr;Male;Single;Particulier;RetraitÃÂ©;TUNIS RP;AV.H.THAMEUR TUNIS;Stable;Client faible;Hiver;233.556;1.2687330921417164;Utilisateurs Occasionnels
56992;1739.669;43;4;2198.0;549.5;44.970360609331706;15;1002;35;Tranche 36 - 50;Tranche 1500 - 2000;Mrs;Female;Married;Particulier;Actif en CDI;TUNIS BELVEDERE;R.K.PACHA TUNIS;Stable;Client faible;Automne;146.53333333333333;0.3158646846037953;Utilisateurs Occasionnels
57361;2773.703;72;2;2780.0;1390.0;21.213203435596427;7;1000;0;Tranche sup 60;Tranche 2000 - 3500;N/A;N/A;Non specifie;Particulier;Inconnu;TUNIS RP;AV.H.THAMEUR TUNIS;Stable;Client faible;Printemps;397.1428571428572;0.5011351251377671;Utilisateurs Occasionnels
57499;2321.519;45;1;2250.0;2250.0;0.0;3;1000;0;Tranche 36 - 50;Tranche 2000 - 3500;Mr;Male;Single;Particulier;Actif en CDI;TUNIS RP;AV.H.THAMEUR TUNIS;Stable;Client faible;Printemps;750.0;0.9691930154351528;Utilisateurs Occasionnels
57620;1331.95;75;1;840.0;840.0;0.0;4;1000;0;Tranche sup 60;Tranche 1000 - 1500;Ms;Female;Single;Particulier;RetraitÃÂ©;TUNIS RP;AV.H.THAMEUR TUNIS;Stable;Client faible;Automne;210.0;0.6306543038402342;Utilisateurs Occasionnels
57927;1246.358;67;2;1024.0;512.0;57.27564927611035;7;1000;0;Tranche sup 60;Tranche 1000 - 1500;Mr;Male;Single;Particulier;RetraitÃÂ©;TUNIS RP;AV.H.THAMEUR TUNIS;Stable;Client faible;Printemps;146.28571428571428;0.4107968978415511;Utilisateurs Occasionnels
58175;3490.458;63;1;6000.0;6000.0;0.0;3;1000;0;Tranche sup 60;Tranche 2000 - 3500;Mrs;Female;Married;Particulier;Actif en CDI;TUNIS RP;AV.H.THAMEUR TUNIS;Stable;Client Ã  potentiel;Automne;2000.0;1.7189721234290742;Utilisateurs Occasionnels
58413;2331.173;72;9;21159.5;2351.055555555556;260.1376419855031;94;1000;0;Tranche sup 60;Tranche 2000 - 3500;Mr;Male;Single;Particulier;RetraitÃÂ©;TUNIS RP;AV.H.THAMEUR TUNIS;Instable;Client rÃ©gulier;Automne;225.1010638297872;1.008528991866136;Utilisateurs Occasionnels
58493;1086.193;68;1;1495.794;1495.794;0.0;6;1000;0;Tranche sup 60;Tranche 1000 - 1500;Mr;Male;Single;Particulier;RetraitÃÂ©;TUNIS RP;AV.H.THAMEUR TUNIS;Stable;Client faible;ÃtÃ©;249.299;1.3770978085846624;Utilisateurs Occasionnels
59071;1826.977;54;2;1300.5;650.25;0.0;9;1000;0;Tranche 51 - 60;Tranche 1500 - 2000;Ms;Female;Single;Particulier;Actif en CDI;TUNIS RP;AV.H.THAMEUR TUNIS;Stable;Client faible;Hiver;144.5;0.355915810653336;Utilisateurs Occasionnels
59602;2769.2640000000006;51;12;16024.725;1335.39375;116.51576897684345;77;1000;0;Tranche 51 - 60;Tranche 2000 - 3500;Ms;Female;Single;Particulier;Actif en CDI;TUNIS RP;AV.H.THAMEUR TUNIS;Instable;Client VIP;Automne;208.11331168831168;0.4822197341965228;Utilisateurs Occasionnels
59789;2069.602;52;2;1117.0;558.5;88.38834764831844;7;1000;0;Tranche 51 - 60;Tranche 2000 - 3500;Ms;Female;Single;Particulier;Actif en CDI;TUNIS RP;AV.H.THAMEUR TUNIS;Stable;Client faible;Hiver;159.57142857142858;0.2698586491508996;Utilisateurs Occasionnels
59903;4247.187;62;1;1365.0;1365.0;0.0;3;1000;0;Tranche sup 60;Tranche Sup 3500;Mrs;Female;Widowed;Particulier;Actif en CDI;TUNIS RP;AV.H.THAMEUR TUNIS;Stable;Client faible;Hiver;455.0;0.3213891924231262;Utilisateurs Occasionnels
59904;569.531;53;5;35534.105;7106.820999999999;830.1833055814843;26;1000;0;Tranche 51 - 60;Tranche 0 - 700;Mr;Male;Single;Professional;Actif en CDI;TUNIS RP;AV.H.THAMEUR TUNIS;Instable;Client rÃ©gulier;ÃtÃ©;1366.696346153846;12.478374311494896;Utilisateurs Occasionnels
60175;2251.4;38;3;2442.0;814.0;185.63494642263169;12;1000;1;Tranche 36 - 50;Tranche 2000 - 3500;Ms;Female;Single;Particulier;Actif en CDI;TUNIS RP;R.AL JAZIRA TUNIS;Instable;Client faible;ÃtÃ©;203.5;0.3615528115839033;Utilisateurs Occasionnels
61113;1574.0;50;2;2013.0;1006.5;30.405591591021544;13;1000;0;Tranche 36 - 50;Tranche 1500 - 2000;Ms;Female;Single;Particulier;Actif en CDI;TUNIS RP;AV.H.THAMEUR TUNIS;Stable;Client faible;Automne;154.84615384615384;0.6394536213468869;Utilisateurs Occasionnels
61432;2679.23;43;5;10880.0;2176.0;163.263590552211;31;1000;0;Tranche 36 - 50;Tranche 2000 - 3500;Ms;Female;Single;Particulier;Actif en CDI;TUNIS RP;AV.H.THAMEUR TUNIS;Instable;Client rÃ©gulier;Automne;350.96774193548384;0.812173646906014;Utilisateurs Occasionnels
61803;965.82;49;1;256.0;256.0;0.0;4;1000;0;Tranche 36 - 50;Tranche 700 - 1000;Mr;Male;Single;Particulier;Actif en CDI;TUNIS RP;AV.H.THAMEUR TUNIS;Stable;Client faible;Hiver;64.0;0.2650597419809074;Utilisateurs Occasionnels
61864;1732.908;50;6;4128.74;688.1233333333333;48.60688634339789;22;1000;0;Tranche 36 - 50;Tranche 1500 - 2000;Ms;Female;Single;Particulier;Sans activitÃÂ© salariale;TUNIS RP;AV.H.THAMEUR TUNIS;Stable;Client faible;Automne;187.67;0.3970916709561807;Utilisateurs Occasionnels
61881;912.83;48;1;800.0;800.0;0.0;4;1000;0;Tranche 36 - 50;Tranche 700 - 1000;N/A;N/A;Non specifie;Particulier;Inconnu;TUNIS RP;AV.H.THAMEUR TUNIS;Stable;Client faible;Automne;200.0;0.8763953857782938;Utilisateurs Occasionnels
61895;1353.196;75;3;1052.6;350.8666666666666;57.61666425609869;23;1000;0;Tranche sup 60;Tranche 1000 - 1500;N/A;N/A;Non specifie;Particulier;Inconnu;TUNIS RP;AV.H.THAMEUR TUNIS;Stable;Client faible;Automne;45.76521739130435;0.2592873956667523;Utilisateurs Occasionnels
61901;3064.788;53;4;10624.0;2656.0;349.5238427728024;15;1000;0;Tranche 51 - 60;Tranche 2000 - 3500;Mr;Male;Single;Particulier;Actif en CDI;TUNIS RP;AV.H.THAMEUR TUNIS;Instable;Client Ã  potentiel;ÃtÃ©;708.2666666666667;0.8666178541550019;Utilisateurs Occasionnels
62470;1643.504;43;2;2056.0;1028.0;105.35891039679558;10;1000;0;Tranche 36 - 50;Tranche 1500 - 2000;Mr;Male;Single;Particulier;Actif en CDI;TUNIS RP;AV.H.THAMEUR TUNIS;Instable;Client faible;Hiver;205.6;0.6254928494241572;Utilisateurs Occasionnels
62768;1931.677;84;3;80095.445;26698.48166666667;2868.382947133861;19;1000;0;Tranche sup 60;Tranche 1500 - 2000;Mr;Male;Single;Professional;RetraitÃÂ©;TUNIS RP;AV.H.THAMEUR TUNIS;Instable;Client Ã  potentiel;Automne;4215.549736842106;13.821400610281469;Utilisateurs Occasionnels
62774;1338.005;47;1;714.96;714.96;0.0;9;1000;0;Tranche 36 - 50;Tranche 1000 - 1500;Ms;Female;Single;Particulier;Actif en CDI;TUNIS RP;AV.H.THAMEUR TUNIS;Stable;Client faible;Automne;79.44;0.5343477789694359;Utilisateurs Occasionnels
62775;2077.678;48;6;13350.0;2225.0;330.7819019636151;24;1000;0;Tranche 36 - 50;Tranche 2000 - 3500;Ms;Female;Single;Professional;Entrepreneur;TUNIS RP;AV.H.THAMEUR TUNIS;Instable;Client rÃ©gulier;Hiver;556.25;1.0709070414183526;Utilisateurs Occasionnels
63061;1671.71;41;1;889.325;889.325;0.0;5;1000;1;Tranche 36 - 50;Tranche 1500 - 2000;Mrs;Female;Married;Particulier;Actif en CDI;TUNIS RP;R.AL JAZIRA TUNIS;Stable;Client faible;Printemps;177.865;0.5319852127462299;Utilisateurs Occasionnels
63399;1931.677;79;1;600.0;600.0;0.0;6;1000;0;Tranche sup 60;Tranche 1500 - 2000;Mrs;Female;Married;Particulier;RetraitÃÂ©;TUNIS RP;AV.H.THAMEUR TUNIS;Stable;Client faible;Hiver;100.0;0.3106109354721312;Utilisateurs Occasionnels
63562;1866.286;66;4;3135.4880000000003;783.8720000000001;96.2256854621814;21;1000;0;Tranche sup 60;Tranche 1500 - 2000;Mrs;Female;Married;Particulier;RetraitÃÂ©;TUNIS RP;AV.H.THAMEUR TUNIS;Stable;Client Ã  potentiel;Hiver;149.3089523809524;0.4200170820549476;Utilisateurs Occasionnels
63603;1809.699;42;1;300.0;300.0;0.0;3;1000;0;Tranche 36 - 50;Tranche 1500 - 2000;Mr;Male;Single;Particulier;Actif en CDI;TUNIS RP;AV.H.THAMEUR TUNIS;Stable;Client faible;Hiver;100.0;0.1657734241992729;Utilisateurs Occasionnels
63786;1967.191;46;5;3018.36;603.672;53.005078217091615;21;1000;0;Tranche 36 - 50;Tranche 1500 - 2000;N/A;N/A;Non specifie;Particulier;Inconnu;TUNIS RP;AV.H.THAMEUR TUNIS;Stable;Client faible;Hiver;143.73142857142858;0.306870049730809;Utilisateurs Occasionnels
63898;3293.837;49;1;1280.0;1280.0;0.0;4;1000;0;Tranche 36 - 50;Tranche 2000 - 3500;Mr;Male;Single;Particulier;Actif en CDI;TUNIS RP;AV.H.THAMEUR TUNIS;Stable;Client faible;Automne;320.0;0.3886045362900471;Utilisateurs Occasionnels
64014;6928.618;69;2;1440.0;720.0;56.56854249492381;6;1000;0;Tranche sup 60;Tranche Sup 3500;N/A;N/A;Non specifie;Particulier;Inconnu;TUNIS RP;AV.H.THAMEUR TUNIS;Stable;Client faible;Printemps;240.0;0.1039168272807073;Utilisateurs Occasionnels
64015;1851.067;53;7;2630.0;375.7142857142857;11.126972805283732;39;1000;0;Tranche 51 - 60;Tranche 1500 - 2000;Ms;Female;Single;Particulier;Actif en CDI;TUNIS RP;AV.H.THAMEUR TUNIS;Stable;Client faible;Automne;67.43589743589743;0.2029717377676149;Utilisateurs Occasionnels
64107;1747.577;53;5;7458.0;1491.6;239.18444765494263;19;1000;0;Tranche 51 - 60;Tranche 1500 - 2000;Ms;Female;Single;Particulier;Actif en CDI;TUNIS RP;AV.H.THAMEUR TUNIS;Instable;Client rÃ©gulier;ÃtÃ©;392.5263157894737;0.853524622949375;Utilisateurs Occasionnels
64111;3500.006;52;4;4875.0;1218.75;143.14182943267608;14;1000;0;Tranche 51 - 60;Tranche Sup 3500;Mr;Male;Single;Particulier;Actif en CDI;TUNIS RP;AV.H.THAMEUR TUNIS;Instable;Client Ã  potentiel;ÃtÃ©;348.2142857142857;0.3482136887765335;Utilisateurs Occasionnels
64291;2233.333;56;6;3478.9;579.8166666666667;51.68626187553773;22;1000;0;Tranche 51 - 60;Tranche 2000 - 3500;Mrs;Female;Married;Particulier;Actif en CDI;TUNIS RP;AV.H.THAMEUR TUNIS;Stable;Client faible;Hiver;158.13181818181818;0.259619441734245;Utilisateurs Occasionnels
64309;1177.843;67;1;1500.0;1500.0;0.0;3;1000;0;Tranche sup 60;Tranche 1000 - 1500;N/A;N/A;Non specifie;Particulier;Inconnu;TUNIS RP;AV.H.THAMEUR TUNIS;Stable;Client faible;Automne;500.0;1.2735143817979135;Utilisateurs Occasionnels
64310;1489.157;64;4;2955.928;738.982;103.05038016548022;13;1000;43;Tranche sup 60;Tranche 1000 - 1500;Mrs;Female;Married;Particulier;RetraitÃÂ©;TUNIS RP;PL.VICTOIRE TUNIS;Instable;Client faible;Automne;227.37907692307687;0.4962418334668541;Utilisateurs Occasionnels
64583;2532.769;58;5;11040.0;2208.0;325.0846043724618;22;1000;0;Tranche 51 - 60;Tranche 2000 - 3500;Mrs;Female;Married;Particulier;RetraitÃÂ©;TUNIS RP;AV.H.THAMEUR TUNIS;Instable;Client rÃ©gulier;Hiver;501.8181818181818;0.8717731463074604;Utilisateurs Occasionnels
64914;775.592;53;1;3693.0;3693.0;0.0;3;1000;0;Tranche 51 - 60;Tranche 700 - 1000;Ms;Female;Single;Particulier;Sans activitÃÂ© salariale;TUNIS RP;AV.H.THAMEUR TUNIS;Stable;Client Ã  potentiel;Printemps;1231.0;4.761524100300158;Utilisateurs Occasionnels
65104;3044.501;63;5;1891.0;378.2;26.08064416382387;21;1000;0;Tranche sup 60;Tranche 2000 - 3500;Mrs;Female;Married;Particulier;RetraitÃÂ©;TUNIS RP;AV.H.THAMEUR TUNIS;Stable;Client faible;Automne;90.04761904761905;0.1242239697080079;Utilisateurs Occasionnels
65186;1415.195;60;1;257.475;257.475;0.0;3;1000;134;Tranche 51 - 60;Tranche 1000 - 1500;Mrs;Female;Married;Particulier;RetraitÃÂ©;TUNIS RP;AGENCE MOKTHAR ATTIA;Stable;Client faible;Printemps;85.825;0.1819360582817209;Utilisateurs Occasionnels
65197;2077.678;36;8;11817.0;1477.125;123.06995687703107;36;1000;0;Tranche 36 - 50;Tranche 2000 - 3500;Mr;Male;Single;Professional;Entrepreneur;TUNIS RP;AV.H.THAMEUR TUNIS;Instable;Client rÃ©gulier;Automne;328.25;0.7109499162045322;Utilisateurs Occasionnels
65259;920.63;40;1;595.0;595.0;0.0;7;1000;0;Tranche 36 - 50;Tranche 700 - 1000;Mr;Male;Single;Particulier;Actif en CDI;TUNIS RP;AV.H.THAMEUR TUNIS;Stable;Client faible;Hiver;85.0;0.6462965577919468;Utilisateurs Occasionnels
65442;1410.216;57;1;1500.0;1500.0;0.0;3;1000;0;Tranche 51 - 60;Tranche 1000 - 1500;Ms;Female;Single;Particulier;Actif en CDI;TUNIS RP;AV.H.THAMEUR TUNIS;Stable;Client faible;Printemps;500.0;1.0636668425262514;Utilisateurs Occasionnels
65518;2279.837;59;2;1330.0;665.0;56.56854249492381;11;1000;0;Tranche 51 - 60;Tranche 2000 - 3500;Mr;Male;Single;Particulier;Actif en CDI;TUNIS RP;AV.H.THAMEUR TUNIS;Stable;Client faible;Hiver;120.9090909090909;0.2916875197656675;Utilisateurs Occasionnels
65537;1933.53;60;2;1427.487;713.7435;34.06204075653718;6;1000;0;Tranche 51 - 60;Tranche 1500 - 2000;Mr;Male;Single;Particulier;Actif en CDI;TUNIS RP;AV.H.THAMEUR TUNIS;Stable;Client faible;Automne;237.9145;0.3691401219531117;Utilisateurs Occasionnels
65691;1823.235;39;1;2160.0;2160.0;0.0;4;1000;0;Tranche 36 - 50;Tranche 1500 - 2000;Mrs;Female;Married;Particulier;Actif en CDI;TUNIS RP;AV.H.THAMEUR TUNIS;Stable;Client faible;Printemps;540.0;1.184707401953122;Utilisateurs Occasionnels
65710;1322.71;70;1;5000.0;5000.0;0.0;5;1000;0;Tranche sup 60;Tranche 1000 - 1500;Mrs;Female;Married;Particulier;Actif en CDI;TUNIS RP;AV.H.THAMEUR TUNIS;Stable;Client Ã  potentiel;Automne;1000.0;3.780118090889159;Utilisateurs Occasionnels
65724;1654.395;63;2;11050.0;5525.0;102.5304832720494;15;1000;0;Tranche sup 60;Tranche 1500 - 2000;Ms;Female;Single;Particulier;Sans activitÃÂ© salariale;TUNIS RP;AV.H.THAMEUR TUNIS;Instable;Client Ã  potentiel;ÃtÃ©;736.6666666666666;3.339589396728109;Utilisateurs Occasionnels
65743;1563.09;74;9;4897.6;544.1777777777778;108.84319506111125;36;1000;0;Tranche sup 60;Tranche 1500 - 2000;Ms;Female;Single;Particulier;RetraitÃÂ©;TUNIS RP;AV.H.THAMEUR TUNIS;Instable;Client faible;Printemps;136.04444444444445;0.3481423192380335;Utilisateurs Occasionnels
65745;1916.321;70;6;6743.0;1123.8333333333333;167.09129241226188;27;1000;0;Tranche sup 60;Tranche 1500 - 2000;Mrs;Female;Married;Particulier;RetraitÃÂ©;TUNIS RP;AV.H.THAMEUR TUNIS;Instable;Client rÃ©gulier;Printemps;249.74074074074076;0.5864535917173236;Utilisateurs Occasionnels
65763;2557.2;38;2;5560.0;2780.0;14.142135623730953;10;1000;0;Tranche 36 - 50;Tranche 2000 - 3500;Ms;Female;Single;Particulier;Actif en CDI;TUNIS RP;AV.H.THAMEUR TUNIS;Stable;Client Ã  potentiel;Hiver;556.0;1.08712654465822;Utilisateurs Occasionnels
65950;1674.217;72;6;1237.555;206.2591666666667;23.05648876491533;23;1000;0;Tranche sup 60;Tranche 1500 - 2000;N/A;N/A;Non specifie;Particulier;Inconnu;TUNIS RP;AV.H.THAMEUR TUNIS;Stable;Client faible;Automne;53.80673913043479;0.1231973911784832;Utilisateurs Occasionnels
66001;1673.204;44;1;215.4;215.4;0.0;3;1000;0;Tranche 36 - 50;Tranche 1500 - 2000;Ms;Female;Single;Particulier;Actif en CDI;TUNIS RP;AV.H.THAMEUR TUNIS;Stable;Client faible;Automne;71.8;0.128735049641287;Utilisateurs Occasionnels
66250;1543.473;55;1;1134.12;1134.12;0.0;4;1000;24;Tranche 51 - 60;Tranche 1500 - 2000;Mrs;Female;Married;Particulier;Actif en CDI;TUNIS RP;THAMEUR '024';Stable;Client faible;Automne;283.53;0.7347844763076515;Utilisateurs Occasionnels
66323;2040.0;36;3;3495.0;1165.0;142.85773809399802;9;1000;0;Tranche 36 - 50;Tranche 2000 - 3500;Ms;Female;Single;Particulier;Sans activitÃÂ© salariale;TUNIS RP;AV.H.THAMEUR TUNIS;Instable;Client Ã  potentiel;Automne;388.3333333333333;0.571078431372549;Utilisateurs Occasionnels
66383;2180.488;41;1;2000.0;2000.0;0.0;4;1000;0;Tranche 36 - 50;Tranche 2000 - 3500;Mr;Male;Single;Particulier;Actif en CDI;TUNIS RP;AV.H.THAMEUR TUNIS;Stable;Client faible;Printemps;500.0;0.9172258687046204;Utilisateurs Occasionnels
66397;2234.52;57;4;9618.0;2404.5;315.4239210966727;15;1000;0;Tranche 51 - 60;Tranche 2000 - 3500;Mr;Male;Single;Particulier;Actif en CDI;TUNIS RP;AV.H.THAMEUR TUNIS;Instable;Client Ã  potentiel;Automne;641.2;1.076070028462489;Utilisateurs Occasionnels
66510;1852.243;75;1;114.0;114.0;0.0;3;1000;1;Tranche sup 60;Tranche 1500 - 2000;Mr;Male;Single;Particulier;Sans activitÃÂ© salariale;TUNIS RP;R.AL JAZIRA TUNIS;Stable;Client faible;Automne;38.0;0.0615470000426509;Utilisateurs Occasionnels
66526;1501.9800000000002;39;3;3866.769;1288.923;99.09827265396709;13;1002;35;Tranche 36 - 50;Tranche 1500 - 2000;Ms;Female;Single;Particulier;Actif en CDI;TUNIS BELVEDERE;R.K.PACHA TUNIS;Stable;Client Ã  potentiel;ÃtÃ©;297.44376923076925;0.8581492429992409;Utilisateurs Occasionnels
66657;1362.281;71;2;4000.0;2000.0;212.1320343559643;11;1000;0;Tranche sup 60;Tranche 1000 - 1500;Ms;Female;Single;Particulier;RetraitÃÂ©;TUNIS RP;AV.H.THAMEUR TUNIS;Instable;Client Ã  potentiel;Automne;363.6363636363636;1.4681258859222144;Utilisateurs Occasionnels
66854;1446.684;42;3;1741.822;580.6073333333334;74.89087856341385;11;1000;0;Tranche 36 - 50;Tranche 1000 - 1500;Ms;Female;Single;Particulier;Actif en CDI;TUNIS RP;AV.H.THAMEUR TUNIS;Stable;Client faible;Automne;158.34745454545455;0.4013366660122967;Utilisateurs Occasionnels
66906;1051.495;69;2;1450.0;725.0;91.92388155425118;8;1000;0;Tranche sup 60;Tranche 1000 - 1500;Ms;Female;Single;Particulier;RetraitÃÂ©;TUNIS RP;AV.H.THAMEUR TUNIS;Stable;Client faible;Hiver;181.25;0.6894944816665796;Utilisateurs Occasionnels
66911;2736.554;48;1;1000.0;1000.0;0.0;4;1000;24;Tranche 36 - 50;Tranche 2000 - 3500;Mrs;Female;Married;Particulier;Actif en CDI;TUNIS RP;THAMEUR '024';Stable;Client faible;ÃtÃ©;250.0;0.3654230831914882;Utilisateurs Occasionnels
67137;2632.322;59;1;150.0;150.0;0.0;3;1001;116;Tranche 51 - 60;Tranche 2000 - 3500;Mrs;Female;Widowed;Particulier;Actif en CDI;TUNIS REPUBLIQUE;AFRICA;Stable;Client faible;Hiver;50.0;0.0569839100231658;Utilisateurs Occasionnels
67452;1120.721;73;2;1155.0;577.5;6.363961030678928;8;1000;0;Tranche sup 60;Tranche 1000 - 1500;Mr;Male;Single;Particulier;Sans activitÃÂ© salariale;TUNIS RP;AV.H.THAMEUR TUNIS;Stable;Client faible;Hiver;144.375;0.5152932799510315;Utilisateurs Occasionnels
67453;1403.003;65;3;7449.0;2483.0;137.05541762367514;11;1000;0;Tranche sup 60;Tranche 1000 - 1500;Mrs;Female;Married;Particulier;Actif en CDI;TUNIS RP;AV.H.THAMEUR TUNIS;Instable;Client Ã  potentiel;Printemps;677.1818181818181;1.7697752606373616;Utilisateurs Occasionnels
67458;1672.213;48;1;80.0;80.0;0.0;4;1000;0;Tranche 36 - 50;Tranche 1500 - 2000;N/A;N/A;Non specifie;Particulier;Inconnu;TUNIS RP;AV.H.THAMEUR TUNIS;Stable;Client faible;Printemps;20.0;0.0478407954010643;Utilisateurs Occasionnels
